category,business_supplier,gold_status,gold_years,main_products,supplier_url,contacts_url
Cosmetics,"Guangdong Hengfang Biotechnology Co., Ltd.  ","
                                    Supplier
                                ",11,"Lipstick,Lip Balm,Mascara,Liquid Eyeliner",https://hengfang.en.alibaba.com/company_profile.html#top-nav-bar,https://hengfang.en.alibaba.com/contactinfo.html
Cosmetics,"Zhangjiagang Allwin Industrial Co., Ltd.  ","Gold Supplier
                            ",10,"Wooden Kitchenware,Wooden Bamboo Cutting Board,Wood Utensils,Bamboo Kitchenware,Wooden Bamboo Sunglasses",https://allwinto.en.alibaba.com/company_profile.html#top-nav-bar,https://allwinto.en.alibaba.com/contactinfo.html
Cosmetics,"Jiangxi Yashi Brush Life Goods Co., Ltd.  ","Gold Supplier
                            ",6,"Make-up Brush,Nail Brush,Hair Brush,Makeup Sponge,Makeup Case",https://yashibrush.en.alibaba.com/company_profile.html#top-nav-bar,https://yashibrush.en.alibaba.com/contactinfo.html
Cosmetics,"Ausmetics Daily Chemicals (Guangzhou) Co., Ltd.  ","
                                    Supplier
                                ",10,"Bath And Body Care,Facial Skin Care,Hair Care,Color Makeup,Mom And Baby Care",https://ausmetics.en.alibaba.com/company_profile.html#top-nav-bar,https://ausmetics.en.alibaba.com/contactinfo.html
Cosmetics,Shenzhen Perfect Idea Technology Limited  ,"
                                    Supplier
                                ",7,"Skin Care Device Series (Ultrasonic Beauty Device,Sonic Cleansing Brush,Body Slimming Machine,Photon LED Beauty Device,Ionic Steamer,Beauty Massager,Hot & Cold Beauty Device)",https://perfectidea.en.alibaba.com/company_profile.html#top-nav-bar,https://perfectidea.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Super Far Import & Export Co., Ltd.  ","
                                    Supplier
                                ",13,"False Eyelash,Eyelash Extension,Eyelash Extension Tool,Hair Extension",https://qdnewstar.en.alibaba.com/company_profile.html#top-nav-bar,https://qdnewstar.en.alibaba.com/contactinfo.html
Cosmetics,"Anhui Weihan Imp.&Exp. Co., Ltd.  ","Gold Supplier
                            ",5,"silicone product,beauty product,sport product,daily use product,Promotional products",https://anhuiweihan.en.alibaba.com/company_profile.html#top-nav-bar,https://anhuiweihan.en.alibaba.com/contactinfo.html
Cosmetics,Landy Enterprise Limited  ,"Gold Supplier
                            ",9,"sap super absorbent polymer,adl nonwoven fabric,silicone release paper,construction adhesive glue,spandex yarn",https://ahlandy.en.alibaba.com/company_profile.html#top-nav-bar,https://ahlandy.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Packbond Packing Co., Ltd.  ","Gold Supplier
                            ",5,"3D Mink Lashes,Eyelashes extensions,Customized eyelash paper boxes,silk lashes,synthetic lashes",https://qdpackbond.en.alibaba.com/company_profile.html#top-nav-bar,https://qdpackbond.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu Binyuan Hardware Co., Ltd.  ","Gold Supplier
                            ",8,"Nail lamp,Nail gel,Nail arts,Nail tools,Nail tips",https://binyuanexport.en.alibaba.com/company_profile.html#top-nav-bar,https://binyuanexport.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Oxen Import And Export Co., Ltd.  ","
                                    Supplier
                                ",13,"Garden Items,Outdoor Items,Festival Items,Household Items,Kitchen Items",https://oxen.en.alibaba.com/company_profile.html#top-nav-bar,https://oxen.en.alibaba.com/contactinfo.html
Cosmetics,"Jinhua Ivy Home Textile Co., Ltd.  ","
                                    Supplier
                                ",13,"Baby Bedding,Bibs,Cloth Diaper,Clothing,Bag,Pet Products",https://ivy.en.alibaba.com/company_profile.html#top-nav-bar,https://ivy.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Ruizheng Chemical Technology Co., Ltd.  ","
                                    Supplier
                                ",7,"Antioxidant TMQ(RD),Zinc Oxide,Tetrahydrofuran,Lavander Oil,Ethyl Acetate",https://richestgroup.en.alibaba.com/company_profile.html#top-nav-bar,https://richestgroup.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Tango Tree Tools Co., Ltd.  ","Gold Supplier
                            ",5,"screwdriver tools,plastic inject stuff,game console accessories,mold",https://tangotreetools.en.alibaba.com/company_profile.html#top-nav-bar,https://tangotreetools.en.alibaba.com/contactinfo.html
Cosmetics,"Hefei Fengzhisheng Trade Co., Ltd.  ","Gold Supplier
                            ",6,"Car Fridge,Skincre and Beauty",https://hffzs.en.alibaba.com/company_profile.html#top-nav-bar,https://hffzs.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Kabeilu Trading Co., Ltd.  ","
                                    Supplier
                                ",7,"Hair Bundles,Closures,Frontals,Wigs",https://kabeilu4.en.alibaba.com/company_profile.html#top-nav-bar,https://kabeilu4.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Lody Love Hair Products Co., Ltd.  ","Gold Supplier
                            ",2,"eyelash extensions,premade fans,eyelash extension tools,eyelash extension glue,eyelash extension accessories",https://lodyhair.en.alibaba.com/company_profile.html#top-nav-bar,https://lodyhair.en.alibaba.com/contactinfo.html
Cosmetics,Yekalon Industry Inc.  ,"
                                    Supplier
                                ",5,"Flooring,Hospitality Supplies,Hotel and Whole House Furniture,Curtain Wall and Staircase and Railing,Door and Window",https://yekalonbuildmart.en.alibaba.com/company_profile.html#top-nav-bar,https://yekalonbuildmart.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Newkeen Technology Co., Ltd.  ","Gold Supplier
                            ",3,"electrionic sport products,Camping products,Outdoor BBQ,Hiking and climbing products,Water sport products",https://sznewkeen.en.alibaba.com/company_profile.html#top-nav-bar,https://sznewkeen.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Huixue Biotechnology Co., Ltd.  ","Gold Supplier
                            ",2,"Facial treatment,Colour makeup,Body care",https://huixue.en.alibaba.com/company_profile.html#top-nav-bar,https://huixue.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Yucaitang , Co., Ltd.  ","Gold Supplier
                            ",11,"Hair Coloring,Hair Care,Hair Thickening,Body Care,Face Care",https://yucaitang.en.alibaba.com/company_profile.html#top-nav-bar,https://yucaitang.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Colorite , Ltd.  ","
                                    Supplier
                                ",5,"Lipstick,Eyeshadow,Foundation,Mascara,Loose Powder",https://coloritemakeup.en.alibaba.com/company_profile.html#top-nav-bar,https://coloritemakeup.en.alibaba.com/contactinfo.html
Cosmetics,Yangjiang Etalady Manicure Set & Nail File Factory  ,"Gold Supplier
                            ",7,"Nail File,Nail Buffer,Foot Pumice Stone Sponge,Disposable Nail Supplies,Manicure Set",https://etalady.en.alibaba.com/company_profile.html#top-nav-bar,https://etalady.en.alibaba.com/contactinfo.html
Cosmetics,"Bingo Hair , Manufacture Ltd.  ","
                                    Supplier
                                ",13,"Hair Color,Shampoo,Hair Care,Skin Care,Bath Products",https://bingo-color.en.alibaba.com/company_profile.html#top-nav-bar,https://bingo-color.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Shangqiao International Trade Co., Ltd.  ","Gold Supplier
                            ",3,"skin care product,Colour makeup,Dye hair products,Oral care,Massage products",https://qlzhanfu.en.alibaba.com/company_profile.html#top-nav-bar,https://qlzhanfu.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Vog , Co., Ltd.  ","Gold Supplier
                            ",1,"Skin Care,Body Care,Hair Care,Personal Care,Oral Care",https://vognaturals.en.alibaba.com/company_profile.html#top-nav-bar,https://vognaturals.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Nuwelltek Technology Co., Ltd.  ","Gold Supplier
                            ",1,"Lipstick,Lipgloss,Eyebrow Makeup,Eyeshadow,Highlighter",https://nuwellteking.en.alibaba.com/company_profile.html#top-nav-bar,https://nuwellteking.en.alibaba.com/contactinfo.html
Cosmetics,Yiwu Silver Second E-Commerce Firm  ,"Gold Supplier
                            ",1,"acrylic lash box,acrylic lash display,lash pillows,eyelash brushes,eyelash tray",https://acrylicbeauty.en.alibaba.com/company_profile.html#top-nav-bar,https://acrylicbeauty.en.alibaba.com/contactinfo.html
Cosmetics,"ileezon , Co., Ltd.  ","
                                    Supplier
                                ",1,"Hair Styling Products,Hair Treatment Products,Hair Shampoo,Hair Straightening Cream and Hair Perm,Hair Oil",https://ileezon.en.alibaba.com/company_profile.html#top-nav-bar,https://ileezon.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou L&M , Co., Ltd.  ","
                                    Supplier
                                ",8,"Base Coat,Top Coat,Color Gel,Builder Gel,Cat Eyes Gel",https://pretty-world.en.alibaba.com/company_profile.html#top-nav-bar,https://pretty-world.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Sanbanfu Biotechnology Co., Ltd.  ","Gold Supplier
                            ",1,"Lipstick,Eyeshadow,Facial Mask,Teeth Powder,Nursing Products",https://fiior.en.alibaba.com/company_profile.html#top-nav-bar,https://fiior.en.alibaba.com/contactinfo.html
Cosmetics,HERBOVEDA INDIA  ,"Gold Supplier
                            ",10,"Hair Color,Hair Dye,Black Henna,Stevia,Turmeric",https://herbovedaindia.trustpass.alibaba.com/company_profile.html#top-nav-bar,https://herbovedaindia.trustpass.alibaba.com/contactinfo.html
Cosmetics,"Yiwu Esung , Co., Ltd.  ","Gold Supplier
                            ",3,"kolinsky brush,nail brush,acrylic nail brush,makeup brush,makeup tools",https://esungcosmetics.en.alibaba.com/company_profile.html#top-nav-bar,https://esungcosmetics.en.alibaba.com/contactinfo.html
Cosmetics,"Huizhou Yianni , Limited Co., Ltd.  ","Gold Supplier
                            ",2,"Fizzer,Bath Bombs,Bath Salts,Bath Care,Bath Sets",https://yiyani.en.alibaba.com/company_profile.html#top-nav-bar,https://yiyani.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Colorsmart Electronic Technology Co., Ltd.  ","Gold Supplier
                            ",5,"Personal Cleansing,Beauty Care,Health Care,Air Cleansing,skin care tools",https://colsma.en.alibaba.com/company_profile.html#top-nav-bar,https://colsma.en.alibaba.com/contactinfo.html
Cosmetics,"Dongguan Starry Vision Industrial Development Co., Ltd.  ","Gold Supplier
                            ",1,"Eyeliner,eyebrow pencil,mascara,eyeshadow,lipstick",https://starrycos.en.alibaba.com/company_profile.html#top-nav-bar,https://starrycos.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Alist Technology Co.,Ltd.  ","Gold Supplier
                            ",1,"Facial cleanser,Epilator,hair removal,make up brush,eyelash curler",https://szalist.en.alibaba.com/company_profile.html#top-nav-bar,https://szalist.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Dofs Technology Co., Ltd.  ","Gold Supplier
                            ",1,Beauty product,https://dofs3.en.alibaba.com/company_profile.html#top-nav-bar,https://dofs3.en.alibaba.com/contactinfo.html
Cosmetics,Suzhou Sunrise Technologies Ltd.  ,"Gold Supplier
                            ",9,"Tableware,Cooking Tools,Household Items,Garden Supplies,Pet Products",https://icsunrise.en.alibaba.com/company_profile.html#top-nav-bar,https://icsunrise.en.alibaba.com/contactinfo.html
Cosmetics,"Guangdong Hengfang Biotechnology Co., Ltd.  ","
                                    Supplier
                                ",11,"Lipstick,Lip Balm,Mascara,Liquid Eyeliner",https://hengfang.en.alibaba.com/company_profile.html#top-nav-bar,https://hengfang.en.alibaba.com/contactinfo.html
Cosmetics,"Zhongshan Kailei Personal Care Supplies Co., Ltd.  ","
                                    Supplier
                                ",10,"Facial Mask,Foot Mask,Hand Mask,V Line Mask,Eye Mask",https://zskailei.en.alibaba.com/company_profile.html#top-nav-bar,https://zskailei.en.alibaba.com/contactinfo.html
Cosmetics,"Shandong Communications Imp. & Exp. Co., Ltd.  ","
                                    Supplier
                                ",18,Glassware and Accessories,https://sciec.en.alibaba.com/company_profile.html#top-nav-bar,https://sciec.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Super Far Import & Export Co., Ltd.  ","
                                    Supplier
                                ",13,"False Eyelash,Eyelash Extension,Eyelash Extension Tool,Hair Extension",https://qdnewstar.en.alibaba.com/company_profile.html#top-nav-bar,https://qdnewstar.en.alibaba.com/contactinfo.html
Cosmetics,"Tianjin Kingson Science And Technology Co., Ltd.  ","
                                    Supplier
                                ",7,"Foot Patch,Foot Mask,Heat Patch,Cooling Patch,Anti-smoke Patch,Eye Gel Patch",https://patch.en.alibaba.com/company_profile.html#top-nav-bar,https://patch.en.alibaba.com/contactinfo.html
Cosmetics,"Arshine Pharmaceutical Co., Limited  ","Gold Supplier
                            ",6,"API,Pharmaceutical ingredients,Food Additives,vitamins,plant extract",https://hnarshine.en.alibaba.com/company_profile.html#top-nav-bar,https://hnarshine.en.alibaba.com/contactinfo.html
Cosmetics,"Colornow , Limited  ","
                                    Supplier
                                ",15,"Shampoo,Conditioner,Hair Perm,Hair Dye",https://haircolorcream.en.alibaba.com/company_profile.html#top-nav-bar,https://haircolorcream.en.alibaba.com/contactinfo.html
Cosmetics,"Henan Boom Gelatin Co., Ltd.  ","Gold Supplier
                            ",14,"Gelatin,Collagen",https://boom.en.alibaba.com/company_profile.html#top-nav-bar,https://boom.en.alibaba.com/contactinfo.html
Cosmetics,"Jinhua Zhonger International Trade Co., Ltd.  ","Gold Supplier
                            ",2,"Eyeshadow,Eyebrow Pomade,Liquid Eyeliner,Lipstick,Pencil",https://curmart.en.alibaba.com/company_profile.html#top-nav-bar,https://curmart.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Ruizheng Chemical Technology Co., Ltd.  ","
                                    Supplier
                                ",7,"Antioxidant TMQ(RD),Zinc Oxide,Tetrahydrofuran,Lavander Oil,Ethyl Acetate",https://richestgroup.en.alibaba.com/company_profile.html#top-nav-bar,https://richestgroup.en.alibaba.com/contactinfo.html
Cosmetics,"Xi'an Lyphar Biotech Co., Ltd.  ","
                                    Supplier
                                ",8,"Plant Extract,API,<font><b>Cosmetic</b></font> Ingredient",https://lyphar.en.alibaba.com/company_profile.html#top-nav-bar,https://lyphar.en.alibaba.com/contactinfo.html
Cosmetics,"Ji'an Huaxin Natural Plant Co., Ltd.  ","Gold Supplier
                            ",4,"Eucalyptus Oil,Cinnamon Oil,essential oil set,Citronella Oil,Peppermint Oil",https://essentialoil.en.alibaba.com/company_profile.html#top-nav-bar,https://essentialoil.en.alibaba.com/contactinfo.html
Cosmetics,"Xi'an Xin Sheng Bio-Chem Co., Ltd.  ","Gold Supplier
                            ",5,"Natural Plant Extracts,Natural Food Additives,Pharmaceutical Raw Materials,APIs,Natural Essential Oils",https://xsbio-chem.en.alibaba.com/company_profile.html#top-nav-bar,https://xsbio-chem.en.alibaba.com/contactinfo.html
Cosmetics,"Xi'an Nature Herb Bio-Tech Co., Ltd.  ","Gold Supplier
                            ",3,"Hyaluronic acid powder,Coenzyme Q10,Glutathione,Amygdalin,Kava Extract",https://natureherb.en.alibaba.com/company_profile.html#top-nav-bar,https://natureherb.en.alibaba.com/contactinfo.html
Cosmetics,NATURES NATURAL INDIA  ,"Gold Supplier
                            ",6,"Essential Oils,Carrier Oils,Floral Absolute Oils,Flower Oils,Spice Oils",https://naturesnaturalindia.trustpass.alibaba.com/company_profile.html#top-nav-bar,https://naturesnaturalindia.trustpass.alibaba.com/contactinfo.html
Cosmetics,"Hebei Sabrina , Co., Ltd.  ","Gold Supplier
                            ",2,"Mink Lashes,Eyelash Extensions,3D Sik Lashes,Lash Essentials,Human Hair Lashes",https://lashmanufacture.en.alibaba.com/company_profile.html#top-nav-bar,https://lashmanufacture.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Fourto Sanitary Products Co., Ltd.  ","
                                    Supplier
                                ",6,"Depilatory Wax,Paraffin Wax,Waxing Strips,Wax Heaters,Disposable Bed Sheet",https://fourto.en.alibaba.com/company_profile.html#top-nav-bar,https://fourto.en.alibaba.com/contactinfo.html
Cosmetics,"Dongyang Yozzi Baby Care Products Co., Ltd.  ","
                                    Supplier
                                ",6,"Baby Shampoo,Baby Oil,Baby Powder,Baby Lotion,Baby Shower Gel",https://uzybabycare.en.alibaba.com/company_profile.html#top-nav-bar,https://uzybabycare.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Dingxin Industry Co., Ltd.  ","Gold Supplier
                            ",1,<font><b>cosmetics</b></font>,https://dinxin.en.alibaba.com/company_profile.html#top-nav-bar,https://dinxin.en.alibaba.com/contactinfo.html
Cosmetics,"BT , FRANCE  ","Gold Supplier
                            ",1,"JET SET SUN TANNING SPRAY 150ml,JET SET SUN LOTION 150ml,JET SET SUN LOTION 1L,ARGAN OIL MIST 75ml,BLACK MASK PEEL OFF 75ml",https://fr1061213233.trustpass.alibaba.com/company_profile.html#top-nav-bar,https://fr1061213233.trustpass.alibaba.com/contactinfo.html
Cosmetics,"Ausmetics Daily Chemicals (Guangzhou) Co., Ltd.  ","
                                    Supplier
                                ",10,"Bath And Body Care,Facial Skin Care,Hair Care,Color Makeup,Mom And Baby Care",https://ausmetics.en.alibaba.com/company_profile.html#top-nav-bar,https://ausmetics.en.alibaba.com/contactinfo.html
Cosmetics,"Wenzhou Senos , Technology Co., Ltd.  ","Gold Supplier
                            ",6,"mascara,fiber lash,eyeliner,primer,moisturizer",https://senoscosmetics.en.alibaba.com/company_profile.html#top-nav-bar,https://senoscosmetics.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Hollyren , Co., Ltd.  ","
                                    Supplier
                                ",9,"False Eyelash(Strip Eyelash,Eyelash Extension),Related Tools/Glues/Packages,Eyelash Extension,Strip Eyelash",https://hollyren.en.alibaba.com/company_profile.html#top-nav-bar,https://hollyren.en.alibaba.com/contactinfo.html
Cosmetics,"Shaanxi Pioneer Biotech Co., Ltd.  ","Gold Supplier
                            ",7,"Lutein,Astaxanthin,Beta-Carotene,coconut protein,fruit powder",https://pioneerbiotech.en.alibaba.com/company_profile.html#top-nav-bar,https://pioneerbiotech.en.alibaba.com/contactinfo.html
Cosmetics,JP INC.  ,"Gold Supplier
                            ",2,"Goods for beauty and health,Health food (supplements),<font><b>Cosmetics</b></font>,Beauty products,Perfume",https://cycrews.trustpass.alibaba.com/company_profile.html#top-nav-bar,https://cycrews.trustpass.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Amarrie , Co., Ltd.  ","
                                    Supplier
                                ",6,"Skin Care Products,Slimming Products",https://amarriecosmetics.en.alibaba.com/company_profile.html#top-nav-bar,https://amarriecosmetics.en.alibaba.com/contactinfo.html
Cosmetics,"Jishui Ju Yuan Tang Natural Perfume Co., Ltd.  ","Gold Supplier
                            ",3,"Peppermint Oil,Eucalyptus Oil,Cinnamon Cassia Oil,Tea Tree Oil,Clove Oil",https://luolun86.en.alibaba.com/company_profile.html#top-nav-bar,https://luolun86.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Butterfly Technology Co., Ltd.  ","Gold Supplier
                            ",2,"lingerie,smart watch,wireless charger,usb cable,security monitoring",https://butterflyisland.en.alibaba.com/company_profile.html#top-nav-bar,https://butterflyisland.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai ZZ New Material Tech. Co., Ltd.  ","
                                    Supplier
                                ",3,"Erythritol,Antioxidant TMQ,Sodium Formaldehyde Bisulfite",https://zzrichest.en.alibaba.com/company_profile.html#top-nav-bar,https://zzrichest.en.alibaba.com/contactinfo.html
Cosmetics,"Hangzhou Lamer , Co., Ltd.  ","
                                    Supplier
                                ",6,"Perfume,Lipstick,Eye Shadow,Perfume Bottle,Perfume Cap",https://lomaphe.en.alibaba.com/company_profile.html#top-nav-bar,https://lomaphe.en.alibaba.com/contactinfo.html
Cosmetics,Hefei Reachever Import And Export Limited Company  ,"
                                    Supplier
                                ",6,"Nutritional Ingredient,Active Pharmaceutical Ingredient,Food Additive,<font><b>Cosmetic</b></font> & Personal Care Ingredient,Natural Plant Extract",https://reachever.en.alibaba.com/company_profile.html#top-nav-bar,https://reachever.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Lashbeauty , Co., Ltd.  ","
                                    Supplier
                                ",3,"False Eyelashes,Eyelash Extensions,Mink Eyelashes",https://luxuryminkeyelashes.en.alibaba.com/company_profile.html#top-nav-bar,https://luxuryminkeyelashes.en.alibaba.com/contactinfo.html
Cosmetics,"Hangzhou Tiankai Import And Export Co., Ltd.  ","Gold Supplier
                            ",10,"pigment,Plastic Price Strip,Luminous Pigments,<font><b>Cosmetic</b></font> Tube,Cationic Basic Yellow",https://cnhztk.en.alibaba.com/company_profile.html#top-nav-bar,https://cnhztk.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu Smile , Commodity Co., Ltd.  ","Gold Supplier
                            ",8,"Lipstick,Lipgloss,Eyeshadow,Foundation,Highlighter",https://cnsmile.en.alibaba.com/company_profile.html#top-nav-bar,https://cnsmile.en.alibaba.com/contactinfo.html
Cosmetics,"Dalian Future International Co., Ltd.  ","
                                    Supplier
                                ",11,"Food Additive,Feed Additive,Water Treatment,Amino Acid,Fertilizer",https://futureinter.en.alibaba.com/company_profile.html#top-nav-bar,https://futureinter.en.alibaba.com/contactinfo.html
Cosmetics,"Shijiazhuang Aofeite Medical Device Co., Ltd.  ","
                                    Supplier
                                ",8,"Lumbar Support Belt,Knee Brace",https://cnxuda.en.alibaba.com/company_profile.html#top-nav-bar,https://cnxuda.en.alibaba.com/contactinfo.html
Cosmetics,C.E.I.TECHNOLOGY INC.  ,"Gold Supplier
                            ",13,"blood glucose meter,blood pressure monitor,digital thermometer,muscle stimulation,<font><b>cosmetics</b></font>",https://ceitek.en.alibaba.com/company_profile.html#top-nav-bar,https://ceitek.en.alibaba.com/contactinfo.html
Cosmetics,Wuhan Vanz Pharm Inc.  ,"
                                    Supplier
                                ",7,API & Intermediate,https://vanzpharm.en.alibaba.com/company_profile.html#top-nav-bar,https://vanzpharm.en.alibaba.com/contactinfo.html
Cosmetics,"Xian Tonking Biotech Co., Ltd.  ","Gold Supplier
                            ",8,Plant Extract,https://xatj.en.alibaba.com/company_profile.html#top-nav-bar,https://xatj.en.alibaba.com/contactinfo.html
Cosmetics,"Guangdong Hengfang Biotechnology Co., Ltd.  ","
                                    Supplier
                                ",11,"Lipstick,Lip Balm,Mascara,Liquid Eyeliner",https://hengfang.en.alibaba.com/company_profile.html#top-nav-bar,https://hengfang.en.alibaba.com/contactinfo.html
Cosmetics,"Zhongshan Kailei Personal Care Supplies Co., Ltd.  ","
                                    Supplier
                                ",10,"Facial Mask,Foot Mask,Hand Mask,V Line Mask,Eye Mask",https://zskailei.en.alibaba.com/company_profile.html#top-nav-bar,https://zskailei.en.alibaba.com/contactinfo.html
Cosmetics,Suzhou Sunrise Technologies Ltd.  ,"Gold Supplier
                            ",9,"Tableware,Cooking Tools,Household Items,Garden Supplies,Pet Products",https://icsunrise.en.alibaba.com/company_profile.html#top-nav-bar,https://icsunrise.en.alibaba.com/contactinfo.html
Cosmetics,"Zhejiang Magic Plastic Co., Ltd.  ","
                                    Supplier
                                ",14,"Acrylic Jar,Airless Bottle,Lotion Bottle,Deodorant Stick",https://magic.en.alibaba.com/company_profile.html#top-nav-bar,https://magic.en.alibaba.com/contactinfo.html
Cosmetics,"Ausmetics Daily Chemicals (Guangzhou) Co., Ltd.  ","
                                    Supplier
                                ",10,"Bath And Body Care,Facial Skin Care,Hair Care,Color Makeup,Mom And Baby Care",https://ausmetics.en.alibaba.com/company_profile.html#top-nav-bar,https://ausmetics.en.alibaba.com/contactinfo.html
Cosmetics,"Yangzhou Tongfun Red International Trading Co., Ltd.  ","
                                    Supplier
                                ",12,"Toothbrush,Slippers,Soap,ECO Friendly Products,Hotel Amenities",https://cndfh.en.alibaba.com/company_profile.html#top-nav-bar,https://cndfh.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Jincong Industrial Co., Ltd.  ","
                                    Supplier
                                ",10,Glitter,https://shjincong.en.alibaba.com/company_profile.html#top-nav-bar,https://shjincong.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Beyon Plastic Co., Ltd.  ","
                                    Supplier
                                ",10,"PET Bottle,Spray Bottle",https://ibeyon.en.alibaba.com/company_profile.html#top-nav-bar,https://ibeyon.en.alibaba.com/contactinfo.html
Cosmetics,"Jinhua Zhonger International Trade Co., Ltd.  ","Gold Supplier
                            ",2,"Eyeshadow,Eyebrow Pomade,Liquid Eyeliner,Lipstick,Pencil",https://curmart.en.alibaba.com/company_profile.html#top-nav-bar,https://curmart.en.alibaba.com/contactinfo.html
Cosmetics,"YCY BIOCHEMISTRY TECHNOLOGY CO., LTD.  ","Gold Supplier
                            ",6,"FOUNDATION COMPACT,EYE SHADOW,BLUSH,LIQUID MATTE LIPSTICK,LIP GLOSS",https://ycy-make-up.en.alibaba.com/company_profile.html#top-nav-bar,https://ycy-make-up.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu JC Import & Export Co., Ltd.  ","Gold Supplier
                            ",7,"shopping bag,water bottle,bottle opener,umbrella,ballpoint pen",https://gracepromotion.en.alibaba.com/company_profile.html#top-nav-bar,https://gracepromotion.en.alibaba.com/contactinfo.html
Cosmetics,"Dongguan Donghong Paper Products Co., Ltd.  ","
                                    Supplier
                                ",7,"Gift Box,Packaging Box,Wine Box,Perfume Box",https://dhprint.en.alibaba.com/company_profile.html#top-nav-bar,https://dhprint.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Wecould Technology Co., Ltd.  ","Gold Supplier
                            ",4,"Makeup Brush,Makeup Brushes Sets,Shaving Brush",https://wecould.en.alibaba.com/company_profile.html#top-nav-bar,https://wecould.en.alibaba.com/contactinfo.html
Cosmetics,"Dongguan Luxing Silicone Products Co., Ltd.  ","
                                    Supplier
                                ",6,"Silicone Shoe Cover,Silicone Shoelace,Silicone Kitchen Wares,Silicone Mobile Promotional Products,Silicone Pets Products",https://lxsilicone.en.alibaba.com/company_profile.html#top-nav-bar,https://lxsilicone.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Beauty Secret Tech Co., Limited  ","Gold Supplier
                            ",4,"makeup brushes,eyeshadow palette,Face Makeup,Lip Makeup,other makeup tools",https://beautysecret.en.alibaba.com/company_profile.html#top-nav-bar,https://beautysecret.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Stars Colors Biological Technology Co., Ltd.  ","
                                    Supplier
                                ",3,"Eyelash Extension,Eyelash Glue,Tattoo Extension,Eyelash Extension Tool,Perm Eyelash Extension",https://iconsign.en.alibaba.com/company_profile.html#top-nav-bar,https://iconsign.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Eco-Life Commodity Co., Ltd.  ","Gold Supplier
                            ",2,"Korea <font><b>Cosmetic</b></font>,Jewelry Findings,Jewelry Charm,Jewelry Chain,Jewelry Beads",https://eco-life.en.alibaba.com/company_profile.html#top-nav-bar,https://eco-life.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Ariel Medical Technology Co., Ltd.  ","
                                    Supplier
                                ",4,"Skincare Products (Face Mask,Mud Mask,Creams,Serum)",https://arielcosmetic.en.alibaba.com/company_profile.html#top-nav-bar,https://arielcosmetic.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Xiran , Co., Ltd.  ","
                                    Supplier
                                ",4,"Face Care,Facial Mask,Body Care,Makeup Products,Hair Care",https://xiran.en.alibaba.com/company_profile.html#top-nav-bar,https://xiran.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Magnolia Biotechnology Co., Limited  ","Gold Supplier
                            ",1,"Skin Care Products (Cream,Essence,Facial Mask,Facial Cleanser,Scrub)",https://mgnskin.en.alibaba.com/company_profile.html#top-nav-bar,https://mgnskin.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Baisimai Innovation Technology Co., Ltd.  ","Gold Supplier
                            ",4,"Radio,Timer,Scale",https://stree.en.alibaba.com/company_profile.html#top-nav-bar,https://stree.en.alibaba.com/contactinfo.html
